Batas Bawah,Batas Atas,Persamaan,Fungsi Batas Bawah,Fungsi Batas Atas,Fungsi Persamaan
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955
11.999984741210938,12,11.999992370605469,14.917620435799066,14.917491666057856,14.917523858446955